,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY,GENERAL PERCENT,,,,,,
1785,NE,Nebraska,1,n/a,,,,,R,,,,,,,
1786,NE,Nebraska,1,H4NE01163,,Dennis P.,Crawford,"Crawford, Dennis P.",D,"31,18%",,,,,,
1787,NE,Nebraska,1,n/a,,,,,D,,,,,,,
1788,NE,Nebraska,1,H4NE01163,,Dennis P.,Crawford,,N(D),,,,,,,
1789,NE,Nebraska,1,n/a,,,,,N(D),,,,,,,
1790,NE,Nebraska,1,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",N(R),,,,,,,
1791,NE,Nebraska,1,H0NE01070,,Jessica L.,Turek,"Turek, Jessica L.",N(R),,,,,,,
1792,NE,Nebraska,1,H0NE03191,,Dennis L.,Parker,"Parker, Dennis L.",N(R),,,,,,,
1793,NE,Nebraska,1,n/a,,,,,N(R),,,,,,,
1794,NE,Nebraska,1,n/a,,,,,,,,,,,,
1795,NE,Nebraska,,n/a,,,,,,,,,,,,
1796,NE,Nebraska,2,H4NE02054,,Brad,Ashford,"Ashford, Brad ",D,"48,90%",,,,,,
1797,NE,Nebraska,2,H2NE02116,,Mark,Aupperle,"Aupperle, Mark ",D,,,,,,,
1798,NE,Nebraska,2,n/a,,,,,D,,,,,,,
1799,NE,Nebraska,2,H8NE02139,(I),Lee,Terry,"Terry, Lee",R,"45,57%",,,,,,
1800,NE,Nebraska,2,H4NE02096,,Dan,Frei,,R,,,,,,,
1801,NE,Nebraska,2,n/a,,,,,R,,,,,,,
1802,NE,Nebraska,2,H8NE02204,,Steven,Laird,"Laird, Steven",LIB,"5,26%",,,,,,
1803,NE,Nebraska,2,H4NE02104,,Andy,Shambaugh,"Shambaugh, Andy ",LIB,,,,,,,
1804,NE,Nebraska,2,n/a,,,,,LIB,,,,,,,
1805,NE,Nebraska,2,H4NE02054,,Brad,Ashford,"Ashford, Brad ",N(D),,,,,,,
1806,NE,Nebraska,2,H2NE02116,,Mark,Aupperle,"Aupperle, Mark ",N(D),,,,,,,
1807,NE,Nebraska,2,n/a,,,,,N(D),,,,,,,
1808,NE,Nebraska,2,H8NE02204,,Steven,Laird,"Laird, Steven",N(LIB),,,,,,,
1809,NE,Nebraska,2,H4NE02104,,Andy,Shambaugh,"Shambaugh, Andy ",N(LIB),,,,,,,
1810,NE,Nebraska,2,n/a,,,,,N(LIB),,,,,,,
1811,NE,Nebraska,2,H4NE02096,,Dan,Frei,,N(R),,,,,,,
1812,NE,Nebraska,2,H8NE02139,(I),Lee,Terry,"Terry, Lee",N(R),,,,,,,
1813,NE,Nebraska,2,n/a,,,,,N(R),,,,,,,
1814,NE,Nebraska,2,H0NE03191,,,Scattered,Scattered,W,"0,27%",,,,,,
1815,NE,Nebraska,2,n/a,,,,,,,,,,,,
1816,NE,Nebraska,,n/a,,,,,,,,,,,,
1817,NE,Nebraska,3,H6NE03115,(I),Adrian,Smith,"Smith, Adrian",R,"75,39%",,,,,,
1818,NE,Nebraska,3,H4NE03060,,Tom,Brewer,"Brewer, Tom",R,,,,,,,
1819,NE,Nebraska,3,n/a,,,,,R,,,,,,,
1820,NE,Nebraska,3,H2NE03023,,Mark,Sullivan,"Sullivan, Mark ",D,"24,61%",,,,,,
1821,NE,Nebraska,3,n/a,,,,,D,,,,,,,
1822,NE,Nebraska,3,H2NE03023,,Mark,Sullivan,,N(D),,,,,,,
1823,NE,Nebraska,3,n/a,,,,,N(D),,,,,,,
1824,NE,Nebraska,3,H6NE03115,(I),Adrian,Smith,,N(R),,,,,,,
1825,NE,Nebraska,3,H4NE03060,,Tom,Brewer,,N(R),,,,,,,
1826,NE,Nebraska,3,n/a,,,,,N(R),,,,,,,
1827,NE,Nebraska,3,n/a,,,,,,,,,,,,
1828,NE,Nebraska,,n/a,,,,,,,,,,,,
1829,NE,Nebraska,H,n/a,,,,,,,,,,,,
1830,NE,Nebraska,,n/a,,,,,,,,,,,,
1831,,,,n/a,,,,,,,,,,,,
1832,NV,Nevada,1,H8NV03036,(I),Dina,Titus,"Titus, Dina",D,"56,84%",,,,,,
1833,NV,Nevada,1,H2NV01223,,Herbert Glenn,Peters,"Peters, Herbert Glenn",D,,,,,,,
1834,NV,Nevada,1,n/a,,,,,D,,,,,,,
1835,NV,Nevada,1,H4NV01153,,Annette,Teijeiro,"Teijeiro, Annette",R,"37,87%",,,,,,
1836,NV,Nevada,1,H4NV01146,,Jose,Padilla,"Padilla, Jose",R,,,,,,,
1837,NV,Nevada,1,n/a,,,,,R,,,,,,,
1838,NV,Nevada,1,H4NV01179,,"Richard ""Ricardo Carlos""",Charles,"Charles, Richard ""Ricardo Carlos""",LIB,"3,26%",,,,,,
1839,NV,Nevada,1,H4NV01187,,Kamau,Bakari,"Bakari, Kamau",IAP,"2,02%",,,,,,
1840,NV,Nevada,1,n/a,,,,,,,,,,,,
1841,NV,Nevada,,n/a,,,,,,,,,,,,
1842,NV,Nevada,2,H2NV02395,(I),Mark E.,Amodei,"Amodei, Mark E.",R,"65,73%",,,,,,
1843,NV,Nevada,2,H4NV02151,,Kristen,Spees,"Spees, Kristen ",D,"27,93%",,,,,,
1844,NV,Nevada,2,H4NV02128,,Brian,Dempsey,"Dempsey, Brian ",D,,,,,,,
1845,NV,Nevada,2,H4NV02136,,Vance,Alm,,D,,,,,,,
1846,NV,Nevada,2,H4NV02144,,Ed,Lee,"Lee, Ed ",D,,,,,,,
1847,NV,Nevada,2,n/a,,,,,D,,,,,,,
1848,NV,Nevada,2,H2NV02205,,Janine,Hansen,"Hansen, Janine",IAP,"6,33%",,,,,,
1849,NV,Nevada,2,n/a,,,,,,,,,,,,
1850,NV,Nevada,,n/a,,,,,,,,,,,,
1851,NV,Nevada,3,H0NV03058,(I),Joe,Heck,"Heck, Joe",R,"60,75%",,,,,,
1852,NV,Nevada,3,H4NV03084,,Erin,Bilbray,"Bilbray, Erin",D,"36,13%",,,,,,
1853,NV,Nevada,3,H4NV03100,,"Zachary ""Mr. Z.""",Campbell,"Campbell, Zachary ""Mr. Z.""",D,,,,,,,
1854,NV,Nevada,3,n/a,,,,,D,,,,,,,
1855,NV,Nevada,3,H4NV03126,,David,Goossen,"Goossen, David",IND,"1,12%",,,,,,
1856,NV,Nevada,3,H4NV03118,,Randy,Kimmick,,LIB,"1,07%",,,,,,
1857,NV,Nevada,3,H4NV03134,,Steven,St. John,"St. John, Steven",IND,"0,92%",,,,,,
1858,NV,Nevada,3,n/a,,,,,,,,,,,,
1859,NV,Nevada,,n/a,,,,,,,,,,,,
1860,NV,Nevada,4,H4NV04017,,Cresent,Hardy,"Hardy, Cresent",R,"48,53%",,,,,,
1861,NV,Nevada,4,H4NV04025,,Niger,Innis,,R,,,,,,,
1862,NV,Nevada,4,H4NV04033,,Mike,Monroe,"Monroe, Mike ",R,,,,,,,
1863,NV,Nevada,4,H4NV04041,,"Carlo ""Mazunga""",Poliak,"Poliak, Carlo ""Mazunga""",R,,,,,,,
1864,NV,Nevada,4,n/a,,,,,R,,,,,,,
1865,NV,Nevada,4,H2NV04011,(I),Steven A.,Horsford,"Horsford, Steven A.",D,"45,76%",,,,,,
1866,NV,Nevada,4,H4NV03142,,"Mark J., Jr.",Budetich,"Budetich, Mark J., Jr.",D,,,,,,,
1867,NV,Nevada,4,H2NV02387,,Sid,Zeller,"Zeller, Sid",D,,,,,,,
1868,NV,Nevada,4,n/a,,,,,D,,,,,,,
1869,NV,Nevada,4,H4NV04058,,Steve,Brown,"Brown, Steve ",LIB,"3,15%",,,,,,
1870,NV,Nevada,4,H0NV02167,,Russell,Best,"Best, Russell",IAP,"2,56%",,,,,,
1871,NV,Nevada,4,n/a,,,,,,,,,,,,
1872,NV,Nevada,,n/a,,,,,,,,,,,,
1873,NV,Nevada,H,n/a,,,,,,,,,,,,
1874,,,,n/a,,,,,,,,,,,,
1875,NH,New Hampshire,1,H0NH01217,,Frank C.,Guinta,"Guinta, Frank C.",R,"51,71%",,,,,,
1876,NH,New Hampshire,1,H4NH01219,,Dan,Innis,"Innis, Dan ",R,,,,,,,
1877,NH,New Hampshire,1,H4NH01235,,Brendan,Kelly,"Kelly, Brendan",R,,,,,,,
1878,NH,New Hampshire,1,H4NH01227,,Everett,Jabour,"Jabour, Everett",R,,,,,,,
1879,NH,New Hampshire,1,n/a,,,Scattered,Scattered,W(R),,,,,,,
1880,NH,New Hampshire,1,H6NH01230,(I),Carol,Shea-Porter,"Shea-Porter, Carol",W(R),,,,,,,
1881,NH,New Hampshire,1,n/a,,,,,R,,,,,,,
1882,NH,New Hampshire,1,H6NH01230,(I),Carol,Shea-Porter,"Shea-Porter, Carol",D,"48,11%",,,,,,
1883,NH,New Hampshire,1,n/a,,,Scattered,Scattered,W(D),,,,,,,
1884,NH,New Hampshire,1,H0NH01217,,Frank C.,Guinta,"Guinta, Frank C.",W(D),,,,,,,
1885,NH,New Hampshire,1,H4NH01219,,Dan,Innis,,W(D),,,,,,,
1886,NH,New Hampshire,1,H4NH01235,,Brendan,Kelly,,W(D),,,,,,,
1887,NH,New Hampshire,1,H4NH01227,,Everett,Jabour,,W(D),,,,,,,
1888,NH,New Hampshire,1,n/a,,,,,D,,,,,,,
1889,NH,New Hampshire,1,n/a,,,,,,,,,,,,
1890,NH,New Hampshire,1,n/a,,,Scattered,Scattered,W,"0,19%",,,,,,
1891,NH,New Hampshire,1,n/a,,,,,,,,,,,,
1892,NH,New Hampshire,,n/a,,,,,,,,,,,,
1893,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,"Kuster, Ann McLane",D,"54,87%",,,,,,
1894,NH,New Hampshire,2,n/a,,,Scattered,Scattered,W(D),,,,,,,
1895,NH,New Hampshire,2,H4NH02241,,Marilinda,Garcia,"Garcia, Marilinda",W(D),,,,,,,
1896,NH,New Hampshire,2,H4NH02233,,Gary,Lambert,"Lambert, Gary ",W(D),,,,,,,
1897,NH,New Hampshire,2,H4NH02258,,Jim,Lawrence,"Lawrence, Jim ",W(D),,,,,,,
1898,NH,New Hampshire,2,H4NH02266,,Mike,Little,"Little, Mike ",W(D),,,,,,,
1899,NH,New Hampshire,2,n/a,,,,,D,,,,,,,
1900,NH,New Hampshire,2,H4NH02241,,Marilinda,Garcia,"Garcia, Marilinda",R,"44,87%",,,,,,
1901,NH,New Hampshire,2,H4NH02233,,Gary,Lambert,"Lambert, Gary ",R,,,,,,,
1902,NH,New Hampshire,2,H4NH02258,,Jim,Lawrence,"Lawrence, Jim ",R,,,,,,,
1903,NH,New Hampshire,2,H4NH02266,,Mike,Little,"Little, Mike ",R,,,,,,,
1904,NH,New Hampshire,2,n/a,,,Scattered,Scattered,W(R),,,,,,,
1905,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,"Kuster, Ann McLane",W(R),,,,,,,
1906,NH,New Hampshire,2,n/a,,,,,R,,,,,,,
1907,NH,New Hampshire,2,n/a,,,Scattered,Scattered,W,"0,26%",,,,,,
1908,NH,New Hampshire,2,n/a,,,,,,,,,,,,
1909,NH,New Hampshire,,n/a,,,,,,,,,,,,
1910,NH,New Hampshire,H,n/a,,,,,,,,,,,,
1911,NH,New Hampshire,,n/a,,,,,,,,,,,,
1912,,,,n/a,,,,,,,,,,,,
1913,NJ,New Jersey,01 - FULL TERM,H4NJ01084,,Donald W.,Norcross,"Norcross, Donald W. ",D,"57,43%",,,,,,
1914,NJ,New Jersey,01 - FULL TERM,H4NJ01100,,"Frank C., Jr.",Broomell,"Broomell, Frank C., Jr.",D,,,,,,,
1915,NJ,New Jersey,01 - FULL TERM,H4NJ01134,,Frank W.,Minor,,D,,,,,,,
1916,NJ,New Jersey,01 - FULL TERM,n/a,,,,,D,,,,,,,
1917,NJ,New Jersey,01 - FULL TERM,H4NJ01092,,Garry W.,Cobb,"Cobb, Garry W.",R,"39,43%",,,,,,
1918,NJ,New Jersey,01 - FULL TERM,H4NJ01118,,Claire H.,Gustafson,"Gustafson, Claire H. ",R,,,,,,,
1919,NJ,New Jersey,01 - FULL TERM,H4NJ01126,,Gerard,McManus,"McManus, Gerard ",R,,,,,,,
1920,NJ,New Jersey,01 - FULL TERM,H0NJ01165,,Lee,Lucas,,R,,,,,,,
1921,NJ,New Jersey,01 - FULL TERM,n/a,,,,,R,,,,,,,
1922,NJ,New Jersey,01 - FULL TERM,H4NJ01142,,Scot John,Tomaszewski,"Tomaszewski, Scot John",WDB,"1,10%",,,,,,
1923,NJ,New Jersey,01 - FULL TERM,H8NJ07041,,Robert,Shapiro,"Shapiro, Robert",SBP,"0,70%",,,,,,
1924,NJ,New Jersey,01 - FULL TERM,H8NJ01192,,Margaret M.,Chapman,"Chapman, Margaret M.",CN,"0,68%",,,,,,
1925,NJ,New Jersey,01 - FULL TERM,H4NJ01159,,Mike,Berman,"Berman, Mike",OP,"0,39%",,,,,,
1926,NJ,New Jersey,01 - FULL TERM,H4NJ01167,,Donald E.,Letton,"Letton, Donald E.",DRP,"0,28%",,,,,,
1927,NJ,New Jersey,01 - FULL TERM,n/a,,,,,,,,,,,,
1928,NJ,New Jersey,,n/a,,,,,,,,,,,,
1929,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01084,,Donald W.,Norcross,"Norcross, Donald W.",D,"57,53%",,,,,,
1930,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01100,,"Frank C., Jr.",Broomell,"Broomell, Frank C., Jr.",D,,,,,,,
1931,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01134,,Frank W.,Minor,"Minor, Frank W.",D,,,,,,,
1932,NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,,,D,,,,,,,
1933,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01092,,Garry W.,Cobb,"Cobb, Garry W.",W(R)/R,"39,51%",,,,,,
1934,NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,,,R,,,,,,,
1935,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01142,,Scot John,Tomaszewski,"Tomaszewski, Scot John",WDB,"1,47%",,,,,,
1936,NJ,New Jersey,01 - UNEXPIRED TERM,H8NJ07041,,Robert,Shapiro,"Shapiro, Robert ",SBP,"1,02%",,,,,,
1937,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01167,,Donald E.,Letton,"Letton, Donald E.",DRP,"0,46%",,,,,,
1938,NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,,,,,,,,,,
1939,NJ,New Jersey,,n/a,,,,,,,,,,,,
1940,NJ,New Jersey,2,H2NJ02037,(I),Frank A.,LoBiondo,,R,"61,46%",,,,,,
1941,NJ,New Jersey,2,H2NJ02128,,Mike,Assad,"Assad, Mike",R,,,,,,,
1942,NJ,New Jersey,2,n/a,,,,,R,,,,,,,
1943,NJ,New Jersey,2,H4NJ02140,,"William J., Jr.",Hughes,"Hughes, William J., Jr.",D,"37,27%",,,,,,
1944,NJ,New Jersey,2,H4NJ02157,,David H.,Cole,"Cole, David H. ",D,,,,,,,
1945,NJ,New Jersey,2,n/a,,,,,D,,,,,,,
1946,NJ,New Jersey,2,H4NJ02173,,Alexander H.,Spano,"Spano, Alexander H.",DRP,"0,37%",,,,,,
1947,NJ,New Jersey,2,H8NJ02133,,Gary,Stein,"Stein, Gary",IND,"0,35%",,,,,,
1948,NJ,New Jersey,2,H0NJ02098,,Constantino,Rozzo,"Rozzo, Constantino",ALP,"0,28%",,,,,,
1949,NJ,New Jersey,2,H4NJ02165,,Bayode,Olabisi,"Olabisi, Bayode",IND,"0,27%",,,,,,
1950,NJ,New Jersey,2,n/a,,,,,,,,,,,,
1951,NJ,New Jersey,,n/a,,,,,,,,,,,,
1952,NJ,New Jersey,3,H4NJ03130,,Tom,MacArthur,"MacArthur, Tom",R,"53,99%",,,,,,
1953,NJ,New Jersey,3,H8NJ09088,,Steve,Lonegan,"Lonegan, Steve",R,,,,,,,
1954,NJ,New Jersey,3,n/a,,,,,R,,,,,,,
1955,NJ,New Jersey,3,H4NJ03106,,Aimee,Belgard,"Belgard, Aimee",D,"44,35%",,,,,,
1956,NJ,New Jersey,3,H0NJ04086,,Howard,Kleinhendler,"Kleinhendler, Howard",D,,,,,,,
1957,NJ,New Jersey,3,H4NJ03155,,Bruce,Todd,"Todd, Bruce ",D,,,,,,,
1958,NJ,New Jersey,3,n/a,,,,,D,,,,,,,
1959,NJ,New Jersey,3,H4NJ03163,,Frederick John,LaVergne,"LaVergne, Frederick John",DRP,"1,66%",,,,,,
1960,NJ,New Jersey,3,n/a,,,,,,,,,,,,
1961,NJ,New Jersey,,n/a,,,,,,,,,,,,
1962,NJ,New Jersey,4,H8NJ04014,(I),Christopher H.,Smith,"Smith, Christopher H.",R,"67,96%",,,,,,
1963,NJ,New Jersey,4,n/a,,,,,R,,,,,,,
1964,NJ,New Jersey,4,H4NJ04120,,Ruben M.,Scolavino,"Scolavino, Ruben M. ",D,"31,12%",,,,,,
1965,NJ,New Jersey,4,n/a,,,,,D,,,,,,,
1966,NJ,New Jersey,4,H4NJ04138,,Scott,Neuman,"Neuman, Scott",DRP,"0,92%",,,,,,
1967,NJ,New Jersey,4,n/a,,,,,,,,,,,,
1968,NJ,New Jersey,,n/a,,,,,,,,,,,,
1969,NJ,New Jersey,5,H8NJ05052,(I),Scott,Garrett,"Garrett, Scott",R,"55,41%",,,,,,
1970,NJ,New Jersey,5,n/a,,,,,R,,,,,,,
1971,NJ,New Jersey,5,H4NJ05135,,Roy,Cho,"Cho, Roy",D,"43,30%",,,,,,
1972,NJ,New Jersey,5,H2NJ05279,,Diane,Sare,"Sare, Diane",D,,,,,,,
1973,NJ,New Jersey,5,n/a,,,,,D,,,,,,,
1974,NJ,New Jersey,5,H0NJ05158,,Mark D.,Quick,"Quick, Mark D.",FA,"1,29%",,,,,,
1975,NJ,New Jersey,5,n/a,,,,,,,,,,,,
1976,NJ,New Jersey,,n/a,,,,,,,,,,,,
1977,NJ,New Jersey,6,H8NJ03073,(I),"Frank , Jr.",Pallone,"Pallone, Frank , Jr.",D,"59,93%",,,,,,
1978,NJ,New Jersey,6,n/a,,,,,D,,,,,,,
1979,NJ,New Jersey,6,H4NJ06109,,Anthony E.,Wilkinson,"Wilkinson, Anthony E.",R,"38,93%",,,,,,
1980,NJ,New Jersey,6,n/a,,,,,R,,,,,,,
1981,NJ,New Jersey,6,H4NJ06117,,Dorit,Goikhman,"Goikhman, Dorit",LIB,"1,14%",,,,,,
1982,NJ,New Jersey,6,n/a,,,,,,,,,,,,
1983,NJ,New Jersey,,n/a,,,,,,,,,,,,
1984,NJ,New Jersey,7,H6NJ12136,(I),Leonard,Lance,"Lance, Leonard",R,"59,25%",,,,,,
1985,NJ,New Jersey,7,H0NJ07196,,David,Larsen,"Larsen, David ",R,,,,,,,
1986,NJ,New Jersey,7,n/a,,,,,R,,,,,,,
1987,NJ,New Jersey,7,H4NJ07099,,Janice,Kovach,"Kovach, Janice ",D,"38,77%",,,,,,
1988,NJ,New Jersey,7,n/a,,,,,D,,,,,,,
1989,NJ,New Jersey,7,H0NJ11123,,James,Gawron,"Gawron, James",LIB,"1,98%",,,,,,
1990,NJ,New Jersey,7,n/a,,,,,,,,,,,,
1991,NJ,New Jersey,,n/a,,,,,,,,,,,,
1992,NJ,New Jersey,8,H6NJ13191,(I),Albio,Sires,"Sires, Albio",D,"77,35%",,,,,,
1993,NJ,New Jersey,8,n/a,,,,,D,,,,,,,
1994,NJ,New Jersey,8,H4NJ08071,,Jude Anthony,Tiscornia,"Tiscornia, Jude Anthony ",R,"19,04%",,,,,,
1995,NJ,New Jersey,8,n/a,,,,,R,,,,,,,
1996,NJ,New Jersey,8,H6NJ09058,,Herbert H.,Shaw,"Shaw, Herbert H.",PAC,"1,50%",,,,,,
1997,NJ,New Jersey,8,H2NJ08224,,Pablo,Olivera,"Olivera, Pablo",WU,"1,29%",,,,,,
1998,NJ,New Jersey,8,H4NJ08097,,Robert,Thorne,"Thorne, Robert",TN,"0,82%",,,,,,
1999,NJ,New Jersey,8,n/a,,,,,,,,,,,,
2000,NJ,New Jersey,,n/a,,,,,,,,,,,,
2001,NJ,New Jersey,9,H6NJ08118,(I),"Bill, Jr.",Pascrell,,D,"68,49%",,,,,,
2002,NJ,New Jersey,9,n/a,,,,,D,,,,,,,
2003,NJ,New Jersey,9,H4NJ09111,,Dierdre G.,Paul,"Paul, Dierdre G.",R,"30,09%",,,,,,
2004,NJ,New Jersey,9,n/a,,,,,R,,,,,,,
2005,NJ,New Jersey,9,H4NJ09129,,Nestor,Montilla,"Montilla, Nestor",SI,"1,42%",,,,,,
2006,NJ,New Jersey,9,n/a,,,,,,,,,,,,
2007,NJ,New Jersey,,n/a,,,,,,,,,,,,
2008,NJ,New Jersey,10,H2NJ10154,(I),"Donald M., Jr.",Payne,"Payne, Donald M., Jr.",D,"85,38%",,,,,,
2009,NJ,New Jersey,10,H0NJ10174,,Robert Louis,Toussaint,"Toussaint, Robert Louis",D,,,,,,,
2010,NJ,New Jersey,10,H4NJ10085,,Aaron,Fraser,"Fraser, Aaron",D,,,,,,,
2011,NJ,New Jersey,10,H4NJ10093,,"Curtis Alphonzo, III",Vaughn,"Vaughn, Curtis Alphonzo, III",D,,,,,,,
2012,NJ,New Jersey,10,n/a,,,,,D,,,,,,,
2013,NJ,New Jersey,10,H4NJ10101,,Yolanda,Dentley,"Dentley, Yolanda ",R,"12,62%",,,,,,
2014,NJ,New Jersey,10,n/a,,,,,R,,,,,,,
2015,NJ,New Jersey,10,H4NJ10127,,Gwendolyn A.,Franklin,"Franklin, Gwendolyn A.",BBH,"1,10%",,,,,,
2016,NJ,New Jersey,10,H4NJ10119,,Dark,Angel,"Angel, Dark",FV,"0,89%",,,,,,
2017,NJ,New Jersey,10,n/a,,,,,,,,,,,,
2018,NJ,New Jersey,,n/a,,,,,,,,,,,,
2019,NJ,New Jersey,11,H2NJ05014,(I),Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",R,"62,57%",,,,,,
2020,NJ,New Jersey,11,H4NJ11109,,Rick,Van Glahn,"Van Glahn, Rick",R,,,,,,,
2021,NJ,New Jersey,11,n/a,,,,,R,,,,,,,
2022,NJ,New Jersey,11,H4NJ11091,,Mark,Dunec,"Dunec, Mark",D,"37,43%",,,,,,
2023,NJ,New Jersey,11,H4NJ11125,,Brian,Murphy,"Murphy, Brian",D,,,,,,,
2024,NJ,New Jersey,11,H4NJ11117,,Lee Anne,Brogowski,"Brogowski, Lee Anne",D,,,,,,,
2025,NJ,New Jersey,11,n/a,,,,,D,,,,,,,
2026,NJ,New Jersey,11,n/a,,,,,,,,,,,,
2027,NJ,New Jersey,,n/a,,,,,,,,,,,,
2028,NJ,New Jersey,12,H4NJ12149,,Bonnie Watson,Coleman,,D,"60,95%",,,,,,
2029,NJ,New Jersey,12,H4NJ12131,,Linda R.,Greenstein,,D,,,,,,,
2030,NJ,New Jersey,12,H6NJ06187,,Upendra,Chivukula,"Chivukula, Upendra",D,,,,,,,
2031,NJ,New Jersey,12,H4NJ12156,,Andrew,Zwicker,"Zwicker, Andrew",D,,,,,,,
2032,NJ,New Jersey,12,n/a,,,,,D,,,,,,,
2033,NJ,New Jersey,12,H4NJ12123,,Alieta,Eck,"Eck, Alieta",R,"36,51%",,,,,,
2034,NJ,New Jersey,12,n/a,,,,,R,,,,,,,
2035,NJ,New Jersey,12,H4NJ12172,,Don,DeZarn,"DeZarn, Don",LMP,"0,90%",,,,,,
2036,NJ,New Jersey,12,H8NJ04154,,Steven,Welzer,"Welzer, Steven",GRE,"0,60%",,,,,,
2037,NJ,New Jersey,12,H0NJ12170,,Kenneth J.,Cody,"Cody, Kenneth J.",TVH,"0,38%",,,,,,
2038,NJ,New Jersey,12,H0NJ06198,,Jack,Freudenheim,"Freudenheim, Jack",SC,"0,36%",,,,,,
2039,NJ,New Jersey,12,H4NJ12164,,Allen J.,Cannon,"Cannon, Allen J.",DRP,"0,30%",,,,,,
2040,NJ,New Jersey,12,n/a,,,,,,,,,,,,
2041,NJ,New Jersey,,n/a,,,,,,,,,,,,
2042,NJ,New Jersey,H,n/a,,,,,,,,,,,,
2043,NJ,New Jersey,,n/a,,,,,,,,,,,,
2044,NJ,New Jersey,,n/a,,,,,,,,,,,,
2045,,,,n/a,,,,,,,,,,,,
2046,NM,New Mexico,1,H8NM01257,(I),Michelle,Lujan Grisham,"Lujan Grisham, Michelle",D,"58,59%",,,,,,
2047,NM,New Mexico,1,n/a,,,,,D,,,,,,,
2048,NM,New Mexico,1,H4NM01116,,Michael H.,Frese,"Frese, Michael H.",R,"41,41%",,,,,,
2049,NM,New Mexico,1,H4NM01124,,Richard G.,Priem,"Priem, Richard G. ",R,,,,,,,
2050,NM,New Mexico,1,n/a,,,,,R,,,,,,,
2051,NM,New Mexico,1,n/a,,,,,,,,,,,,
2052,NM,New Mexico,,n/a,,,,,,,,,,,,
2053,NM,New Mexico,2,H2NM02126,(I),Steve,Pearce,,R,"64,43%",,,,,,
2054,NM,New Mexico,2,n/a,,,,,R,,,,,,,
2055,NM,New Mexico,2,H4NM02072,,"Roxanne ""Rocky""",Lara,"Lara, Roxanne ""Rocky""",D,"35,53%",,,,,,
2056,NM,New Mexico,2,n/a,,,,,D,,,,,,,
2057,NM,New Mexico,2,H4NM02080,,Jack A.,McGrann,"McGrann, Jack A.",W,"0,05%",,,,,,
2058,NM,New Mexico,2,n/a,,,,,,,,,,,,
2059,NM,New Mexico,,n/a,,,,,,,,,,,,
2060,NM,New Mexico,3,H8NM03196,(I),Ben R.,Lujan,"Lujan, Ben R.",D,"61,52%",,,,,,
2061,NM,New Mexico,3,H4NM03070,,Robert,Blanch,,D,,,,,,,
2062,NM,New Mexico,3,n/a,,,,,D,,,,,,,
2063,NM,New Mexico,3,H2NM03157,,Jefferson L.,Byrd,"Byrd, Jefferson L. ",R,"38,45%",,,,,,
2064,NM,New Mexico,3,n/a,,,,,R,,,,,,,
2065,NM,New Mexico,3,H4NM03088,,Thomas F.,Hook,"Hook, Thomas F.",W,"0,03%",,,,,,
2066,NM,New Mexico,3,n/a,,,,,,,,,,,,
2067,NM,New Mexico,3,n/a,,,,,,,,,,,,
2068,NM,New Mexico,H,n/a,,,,,,,,,,,,
2069,NM,New Mexico,,n/a,,,,,,,,,,,,
2070,,,,n/a,,,,,,,,,,,,
2071,NY,New York,1,H8NY01148,,Lee M.,Zeldin,"Zeldin, Lee M.",Combined Parties:,,,,,,,
2072,NY,New York,1,H8NY01148,,Lee M.,Zeldin,"Zeldin, Lee M.",CRV,"9,82%",,,,,,
2073,NY,New York,1,H8NY01148,,Lee M.,Zeldin,"Zeldin, Lee M.",R,"44,58%",,,,,,
2074,NY,New York,1,H0NY01137,,George,Demos,"Demos, George",R,,,,,,,
2075,NY,New York,1,n/a,,,,,R,,,,,,,
2076,NY,New York,1,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",D,"39,56%",,,,,,
2077,NY,New York,1,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",IDP,"2,82%",,,,,,
2078,NY,New York,1,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",WF,"3,16%",,,,,,
2079,NY,New York,1,n/a,,,Scattered,,W,"0,06%",,,,,,
2080,NY,New York,1,n/a,,,,,,,,,,,,
2081,NY,New York,,n/a,,,,,,,,,,,,
2082,NY,New York,2,H2NY03089,(I),Peter T.,King,,R/TRP,"55,02%",,,,,,
2083,NY,New York,2,H2NY03089,(I),Peter T.,King,,CRV,"9,90%",,,,,,
2084,NY,New York,2,H2NY03089,(I),Peter T.,King,"King, Peter T.",IDP,"3,39%",,,,,,
